0,100100112
1,100100344
2,100100499
3,100100537
4,123000010
5,100100116
6,100100114
7,100100565
8,100100117
9,100100118
10,100100511
11,111000014
12,100100345
13,100100346
14,100100347
15,100100437
16,100100348
17,100100349
18,100100462
19,124000008
20,100100352
21,100100353
22,100100354
23,100100357
24,100100358
25,100100359
26,111000011
27,100100360
28,111000010
29,100100363
30,100100364
31,100100552
32,111000012
33,107000003
34,107000004
35,110000005
36,110000004
37,106000001
38,124000010
39,103000001
40,100100383
41,108000001
42,116000001
43,116000005
44,114000002
45,111000018
46,113000003
47,111000009
48,100100525
49,112000003
50,100100387
51,112000001
52,100100389
53,113000004
54,100100390
55,100100391
56,100100392
57,107000005
58,100100397
59,100100400
60,100100607
61,100100406
62,100100593
63,100100610
64,100100592
65,100100586
66,100100591
67,104000011
68,100100585
69,117000002
70,124000016
71,124000015
72,115000009
73,100100589
74,100100588
75,115000010
76,122000004
77,122000006
78,111000017
79,123000013
80,111000016
81,100900016
82,101000001
83,101000002
84,101000003
85,100000017
86,100000018
87,122900003
88,122900006
89,122900004
90,122900002
91,122900005
92,122900007
93,122900010
94,122900001
95,122900008
96,122900009
97,124900002
98,124900003
99,124900001
100,108900006
101,108900002
102,108900003
103,108900005
104,108900008
105,108900007
106,108900013
107,108900004
108,108900009
109,108900001
110,108900012
111,115900006
112,115900003
113,115900004
114,115900001
115,115900005
116,115900008
117,115900002
118,115900007
119,120900005
120,120900008
121,120900003
122,120900009
123,120900010
124,120900004
125,120900006
126,120900007
127,120900002
128,114900004
129,104900005
130,104900003
131,104900002
132,104900001
133,104900004
134,116900013
135,116900014
136,116900010
137,116900011
138,116900009
139,116900012
140,116900006
141,116900015
142,116900007
143,116900003
144,116900004
145,116900002
146,116900001
147,116900005
148,116900016
149,117900008
150,117900006
151,117900003
152,117900002
153,117900001
154,117900004
155,117900007
156,117900005
157,117900010
158,110900004
159,110900009
160,110900005
161,110900003
162,110900007
163,110900006
164,110900002
165,110900008
166,109900011
167,109900010
168,109900001
169,100100246
170,100100247
171,122000001
172,113000002
173,100100071
174,100100605
175,100100073
176,100100075
177,100100076
178,100100077
179,100100248
180,100100410
181,100100078
182,100100079
183,100100080
184,100100081
185,100100082
186,100100083
187,100100574
188,100100249
189,100100603
190,100100250
191,100100251
192,100100252
193,100100253
194,100100254
195,100100255
196,100100257
197,100100258
198,100100259
199,100100260
200,100100261
201,100100263
202,100100264
203,100100265
204,100100267
205,100100268
206,100100269
207,100100295
208,100100272
209,100100273
210,100100274
211,100100275
212,100100276
213,100100277
214,100100278
215,100100279
216,100100281
217,100100282
218,100100283
219,100100284
220,100100285
221,100100266
222,100100084
223,100100286
224,100100287
225,108900010
226,109900007
227,109900008
228,109900004
229,109900003
230,109900002
231,109900006
232,109900005
233,105900003
234,105900002
235,105900006
236,105900001
237,119900007
238,119900013
239,119900020
240,119900022
241,119900023
242,119900014
243,119900018
244,119900009
245,119900019
246,119900006
247,119900011
248,119900021
249,120900001
250,119900012
251,119900010
252,119900017
253,119900016
254,119900015
255,119900008
256,119900001
257,119900024
258,102900001
259,113900005
260,113900002
261,113900011
262,113900012
263,113900010
264,113900013
265,113900015
266,113900008
267,113900004
268,113900003
269,113900007
270,113900014
271,113900009
272,113900001
273,113900016
274,113900017
275,112900010
276,112900014
277,112900015
278,112900004
279,112900011
280,112900009
281,112900007
282,112900003
283,100900012
284,112900012
285,112900013
286,112900001
287,112900006
288,112900002
289,112900005
290,112900008
291,108900014
292,107000006
293,115000011
294,111000020
295,111000021
296,109000002
297,113000005
298,121900009
299,121900008
300,121900005
301,119900003
302,119900002
303,121900011
304,121900002
305,121900007
306,121900003
307,121900006
308,121900013
309,121900010
310,121900012
311,119900005
312,119900004
313,121900016
314,121900015
315,121900004
316,121900001
317,121900014
318,103900003
319,103900004
320,103900011
321,103900012
322,101900001
323,103900002
324,103900001
325,103900008
326,103900009
327,103900010
328,103900013
329,103900014
330,107900008
331,107900003
332,107900002
333,107900005
334,107900011
335,107900012
336,107900013
337,107900007
338,107900006
339,107900018
340,107900004
341,107900001
342,107900010
343,107900016
344,107900015
345,105900004
346,105900005
347,107900009
348,123900001
349,123900002
350,123900003
351,101000005
352,114900001
353,114900002
354,114900003
355,116900018
356,116900008
357,118900004
358,118900005
359,118900001
360,118900006
361,118900003
362,118900002
363,118900007
364,116900017
365,118900008
366,118900009
367,114900006
368,114900005
369,102900003
370,102900002
371,102900004
372,101900002
373,111900002
374,111900003
375,111900001
376,111900004
377,111900005
378,111900007
379,111900006
380,111900011
381,111900012
382,111900009
383,111900010
384,100900006
385,100900008
386,100900010
387,100900011
388,100900004
389,100900005
390,100900003
391,100900007
392,100900009
393,100900002
394,106900001
395,106900002
396,100100288
397,100100085
398,100100412
399,100100413
400,100100414
401,100100415
402,100100416
403,100100506
404,124000014
405,100100417
406,100100507
407,100100086
408,100100584
409,100100418
410,100100419
411,100100420
412,100100421
413,100100422
414,100100423
415,100100533
416,100100538
417,115000006
418,100100087
419,100100509
420,100100088
421,100100089
422,100100090
423,100100091
424,100100513
425,100100373
426,122000002
427,124000013
428,122000009
429,124000006
430,100100289
431,100100508
432,100100093
433,100100094
434,100100290
435,100100096
436,100100097
437,100100098
438,100100291
439,100100292
440,100100294
441,100100521
442,100100576
443,100100099
444,100100497
445,115000007
446,116000004
447,123000002
448,100100102
449,100100453
450,100100297
451,116000002
452,100100124
453,100100001
454,106000004
455,104000012
456,100100549
457,100100006
458,100100129
459,100100130
460,100100007
461,100100131
462,100100008
463,100100009
464,100100010
465,100100011
466,100100012
467,100100014
468,100100016
469,100100015
470,104000009
471,100100132
472,100100133
473,100100134
474,100100566
475,107000001
476,100100137
477,100100138
478,100100425
479,100100139
480,100100142
481,100100143
482,100100144
483,100100145
484,100100146
485,100100147
486,100100148
487,100100149
488,100100150
489,100100151
490,100100152
491,100100153
492,100100154
493,100100155
494,100100156
495,100100157
496,100100158
497,100100159
498,100100164
499,100100165
500,100100170
501,100100171
502,100100172
503,108000002
504,100100017
505,100100583
506,100100175
507,100100177
508,100100178
509,100100179
510,100100181
511,100100183
512,100100184
513,100100018
514,100100019
515,100100020
516,100100021
517,100100022
518,100100023
519,100100024
520,100100025
521,100100026
522,100100027
523,100100029
524,100100030
525,100100031
526,100100033
527,100100034
528,100100032
529,100100036
530,100100185
531,100100037
532,110000002
533,100100038
534,100100186
535,100100188
536,100100189
537,100100190
538,100100522
539,100100039
540,100100191
541,100100192
542,100100193
543,100100598
544,100100194
545,100100166
546,100100198
547,100100199
548,100100201
549,100100202
550,100100203
551,100100204
552,111000019
553,100100599
554,100100611
555,100100407
556,100100595
557,100100209
558,100100210
559,100100211
560,104000010
561,104000006
562,100100042
563,100100043
564,100100044
565,100100046
566,100100047
567,100100048
568,100100049
569,100100051
570,100100438
571,100100052
572,100100053
573,100100564
574,100100212
575,100100213
576,100100215
577,100100216
578,100100218
579,100100219
580,100100220
581,100100221
582,100100222
583,100100478
584,100100498
585,100100501
586,100100578
587,100100613
588,124000039
589,100100496
590,100100055
591,100100056
592,100100223
593,100100224
594,100100225
595,100100226
596,100100228
597,100100229
598,124000038
599,100100579
600,100100232
601,100100612
602,107000002
603,124000036
604,100100553
605,100100057
606,100100454
607,100100061
608,100100596
609,100100062
610,100100063
611,100100597
612,100100064
613,100100068
614,100100409
615,100100604
616,100100234
617,100100500
618,100100237
619,100100427
620,100100459
621,100100070
622,100100609
623,100100298
624,100100299
625,100100550
626,100100300
627,100100301
628,100100302
629,100100303
630,100100304
631,100100305
632,100100306
633,100100307
634,100100308
635,100100309
636,100100312
637,100100313
638,100100601
639,100100602
640,100100316
641,100100318
642,100100320
643,115000005
644,114000001
645,100100322
646,100100329
647,100100567
648,100100573
649,100100572
650,100100570
651,122000010
652,100100330
653,100100293
654,100100331
655,100100332
656,100100451
657,100100495
658,100100551
659,111000008
660,100100440
661,100100103
662,100100450
663,100100449
664,100100448
665,100100447
666,100100337
667,100100338
668,100100339
669,100100340
670,100100341
671,100100342
672,100100446
673,100100104
674,100100105
675,116000006
676,100100107
677,100100587
678,123000011
679,100100110
680,100100111
